Вид массива;Метод сортировки;Размер массива;Время(нс)
обычный 0-4000;пузырек(айверсон-1);4000;50072986
обычный 0-4000;пузырек(айверсон-2);4000;39537758
обычный 0-4000;сортировка выбором;4000;8558164
обычный 0-4000;сортировка простыми вставками;4000;5818308
обычный 0-4000;сортировка бинарными вставками;4000;4224565
обычный 0-4000;сортировка подсчетом;4000;28291
обычный 0-4000;цифровая сортировка;4000;81736
обычный 0-4000;сортировка слиянием;4000;824914
обычный 0-4000;быстрая сортировка;4000;376498
обычный 0-4000;пирамидальная сортировка;4000;736368
обычный 0-4000;сортировка Шелла(посл.Шелла);4000;514130
обычный 0-4000;пузырек(обычный);4100;60678383
обычный 0-4000;пузырек(айверсон-1);4100;52266803
обычный 0-4000;пузырек(айверсон-2);4100;41940371
обычный 0-4000;сортировка выбором;4100;8941618
обычный 0-4000;сортировка простыми вставками;4100;6166436
обычный 0-4000;сортировка бинарными вставками;4100;4460386
обычный 0-4000;сортировка подсчетом;4100;27490
обычный 0-4000;цифровая сортировка;4100;83506
обычный 0-4000;сортировка слиянием;4100;853576
обычный 0-4000;быстрая сортировка;4100;384431
обычный 0-4000;пирамидальная сортировка;4100;757278
обычный 0-4000;сортировка Шелла(посл.Шелла);4100;651504
почти отсорт. 0-4000;пузырек(обычный);50;7906
почти отсорт. 0-4000;пузырек(айверсон-1);50;7036
почти отсорт. 0-4000;пузырек(айверсон-2);50;4888
почти отсорт. 0-4000;сортировка выбором;50;2126
почти отсорт. 0-4000;сортировка простыми вставками;50;1045
почти отсорт. 0-4000;сортировка бинарными вставками;50;2068
почти отсорт. 0-4000;сортировка подсчетом;50;7058
почти отсорт. 0-4000;цифровая сортировка;50;2723
почти отсорт. 0-4000;сортировка слиянием;50;7296
почти отсорт. 0-4000;быстрая сортировка;50;1688
почти отсорт. 0-4000;пирамидальная сортировка;50;3698
почти отсорт. 0-4000;сортировка Шелла(посл.Шелла);50;924
почти отсорт. 0-4000;пузырек(обычный);100;29984
почти отсорт. 0-4000;пузырек(айверсон-1);100;24871
почти отсорт. 0-4000;пузырек(айверсон-2);100;17630
почти отсорт. 0-4000;сортировка выбором;100;8136
почти отсорт. 0-4000;сортировка простыми вставками;100;3284
почти отсорт. 0-4000;сортировка бинарными вставками;100;5385
почти отсорт. 0-4000;сортировка подсчетом;100;7399
почти отсорт. 0-4000;цифровая сортировка;100;3633
почти отсорт. 0-4000;сортировка слиянием;100;14726
почти отсорт. 0-4000;быстрая сортировка;100;3479
почти отсорт. 0-4000;пирамидальная сортировка;100;8613
почти отсорт. 0-4000;сортировка Шелла(посл.Шелла);100;2338
почти отсорт. 0-4000;пузырек(обычный);150;68751
почти отсорт. 0-4000;пузырек(айверсон-1);150;56078
почти отсорт. 0-4000;пузырек(айверсон-2);150;40215
почти отсорт. 0-4000;сортировка выбором;150;16520
почти отсорт. 0-4000;сортировка простыми вставками;150;7323
почти отсорт. 0-4000;сортировка бинарными вставками;150;10518
почти отсорт. 0-4000;сортировка подсчетом;150;7823
почти отсорт. 0-4000;цифровая сортировка;150;5015
почти отсорт. 0-4000;сортировка слиянием;150;23086
почти отсорт. 0-4000;быстрая сортировка;150;5968
почти отсорт. 0-4000;пирамидальная сортировка;150;14128
почти отсорт. 0-4000;сортировка Шелла(посл.Шелла);150;3908
почти отсорт. 0-4000;пузырек(обычный);200;124358
почти отсорт. 0-4000;пузырек(айверсон-1);200;100383
почти отсорт. 0-4000;пузырек(айверсон-2);200;72681
почти отсорт. 0-4000;сортировка выбором;200;27754
почти отсорт. 0-4000;сортировка простыми вставками;200;13078
почти отсорт. 0-4000;сортировка бинарными вставками;200;17030
почти отсорт. 0-4000;сортировка подсчетом;200;8281
почти отсорт. 0-4000;цифровая сортировка;200;5878
почти отсорт. 0-4000;сортировка слиянием;200;31075
почти отсорт. 0-4000;быстрая сортировка;200;8569
почти отсорт. 0-4000;пирамидальная сортировка;200;20398
почти отсорт. 0-4000;сортировка Шелла(посл.Шелла);200;5658
почти отсорт. 0-4000;пузырек(обычный);250;197459
почти отсорт. 0-4000;пузырек(айверсон-1);250;157843
почти отсорт. 0-4000;пузырек(айверсон-2);250;115514
почти отсорт. 0-4000;сортировка выбором;250;41879
почти отсорт. 0-4000;сортировка простыми вставками;250;19415
почти отсорт. 0-4000;сортировка бинарными вставками;250;24655
почти отсорт. 0-4000;сортировка подсчетом;250;8813
почти отсорт. 0-4000;цифровая сортировка;250;6835
почти отсорт. 0-4000;сортировка слиянием;250;39565
почти отсорт. 0-4000;быстрая сортировка;250;10978
почти отсорт. 0-4000;пирамидальная сортировка;250;27511
почти отсорт. 0-4000;сортировка Шелла(посл.Шелла);250;7221
почти отсорт. 0-4000;пузырек(обычный);300;284576
почти отсорт. 0-4000;пузырек(айверсон-1);300;223373
почти отсорт. 0-4000;пузырек(айверсон-2);300;167786
почти отсорт. 0-4000;сортировка выбором;300;59850
почти отсорт. 0-4000;сортировка простыми вставками;300;27223
почти отсорт. 0-4000;сортировка бинарными вставками;300;33021
почти отсорт. 0-4000;сортировка подсчетом;300;9225
почти отсорт. 0-4000;цифровая сортировка;300;8100
почти отсорт. 0-4000;сортировка слиянием;300;48361
почти отсорт. 0-4000;быстрая сортировка;300;14378
почти отсорт. 0-4000;пирамидальная сортировка;300;34413
почти отсорт. 0-4000;сортировка Шелла(посл.Шелла);300;11133
почти отсорт. 0-4000;пузырек(обычный);100;29268
почти отсорт. 0-4000;пузырек(айверсон-1);100;24664
почти отсорт. 0-4000;пузырек(айверсон-2);100;17150
почти отсорт. 0-4000;сортировка выбором;100;7806
почти отсорт. 0-4000;сортировка простыми вставками;100;3166
почти отсорт. 0-4000;сортировка бинарными вставками;100;5305
почти отсорт. 0-4000;сортировка подсчетом;100;7321
почти отсорт. 0-4000;цифровая сортировка;100;3610
почти отсорт. 0-4000;сортировка слиянием;100;15060
почти отсорт. 0-4000;быстрая сортировка;100;3403
почти отсорт. 0-4000;пирамидальная сортировка;100;8414
почти отсорт. 0-4000;сортировка Шелла(посл.Шелла);100;2268
почти отсорт. 0-4000;пузырек(обычный);200;122746
почти отсорт. 0-4000;пузырек(айверсон-1);200;99208
почти отсорт. 0-4000;пузырек(айверсон-2);200;73733
почти отсорт. 0-4000;сортировка выбором;200;28270
почти отсорт. 0-4000;сортировка простыми вставками;200;12868
почти отсорт. 0-4000;сортировка бинарными вставками;200;17414
почти отсорт. 0-4000;сортировка подсчетом;200;8488
почти отсорт. 0-4000;цифровая сортировка;200;5746
почти отсорт. 0-4000;сортировка слиянием;200;30969
почти отсорт. 0-4000;быстрая сортировка;200;8414
почти отсорт. 0-4000;пирамидальная сортировка;200;20283
почти отсорт. 0-4000;сортировка Шелла(посл.Шелла);200;5506
почти отсорт. 0-4000;пузырек(обычный);300;285785
почти отсорт. 0-4000;пузырек(айверсон-1);300;224488
почти отсорт. 0-4000;пузырек(айверсон-2);300;165818
почти отсорт. 0-4000;сортировка выбором;300;58378
почти отсорт. 0-4000;сортировка простыми вставками;300;27230
почти отсорт. 0-4000;сортировка бинарными вставками;300;32920
почти отсорт. 0-4000;сортировка подсчетом;300;8923
почти отсорт. 0-4000;цифровая сортировка;300;7816
почти отсорт. 0-4000;сортировка слиянием;300;49595
почти отсорт. 0-4000;быстрая сортировка;300;13993
почти отсорт. 0-4000;пирамидальная сортировка;300;34381
почти отсорт. 0-4000;сортировка Шелла(посл.Шелла);300;9963
почти отсорт. 0-4000;пузырек(обычный);400;492455
почти отсорт. 0-4000;пузырек(айверсон-1);400;395271
почти отсорт. 0-4000;пузырек(айверсон-2);400;290590
почти отсорт. 0-4000;сортировка выбором;400;103118
почти отсорт. 0-4000;сортировка простыми вставками;400;47254
почти отсорт. 0-4000;сортировка бинарными вставками;400;53228
почти отсорт. 0-4000;сортировка подсчетом;400;9606
почти отсорт. 0-4000;цифровая сортировка;400;9918
почти отсорт. 0-4000;сортировка слиянием;400;65850
почти отсорт. 0-4000;быстрая сортировка;400;22386
почти отсорт. 0-4000;пирамидальная сортировка;400;49613
почти отсорт. 0-4000;сортировка Шелла(посл.Шелла);400;14846
почти отсорт. 0-4000;пузырек(обычный);500;754704
почти отсорт. 0-4000;пузырек(айверсон-1);500;626933
почти отсорт. 0-4000;пузырек(айверсон-2);500;463381
почти отсорт. 0-4000;сортировка выбором;500;150384
почти отсорт. 0-4000;сортировка простыми вставками;500;75015
почти отсорт. 0-4000;сортировка бинарными вставками;500;77824
почти отсорт. 0-4000;сортировка подсчетом;500;9946
почти отсорт. 0-4000;цифровая сортировка;500;12026
почти отсорт. 0-4000;сортировка слиянием;500;83783
почти отсорт. 0-4000;быстрая сортировка;500;28879
почти отсорт. 0-4000;пирамидальная сортировка;500;66923
почти отсорт. 0-4000;сортировка Шелла(посл.Шелла);500;33430
почти отсорт. 0-4000;пузырек(обычный);600;1131713
почти отсорт. 0-4000;пузырек(айверсон-1);600;881885
почти отсорт. 0-4000;пузырек(айверсон-2);600;658056
почти отсорт. 0-4000;сортировка выбором;600;213740
почти отсорт. 0-4000;сортировка простыми вставками;600;102093
почти отсорт. 0-4000;сортировка бинарными вставками;600;103381
почти отсорт. 0-4000;сортировка подсчетом;600;10525
почти отсорт. 0-4000;цифровая сортировка;600;14460
почти отсорт. 0-4000;сортировка слиянием;600;108326
почти отсорт. 0-4000;быстрая сортировка;600;36095
почти отсорт. 0-4000;пирамидальная сортировка;600;81388
почти отсорт. 0-4000;сортировка Шелла(посл.Шелла);600;42670
почти отсорт. 0-4000;пузырек(обычный);700;1552404
почти отсорт. 0-4000;пузырек(айверсон-1);700;1191778
почти отсорт. 0-4000;пузырек(айверсон-2);700;882196
почти отсорт. 0-4000;сортировка выбором;700;288478
почти отсорт. 0-4000;сортировка простыми вставками;700;135346
почти отсорт. 0-4000;сортировка бинарными вставками;700;132956
почти отсорт. 0-4000;сортировка подсчетом;700;10998
почти отсорт. 0-4000;цифровая сортировка;700;16234
почти отсорт. 0-4000;сортировка слиянием;700;120733
почти отсорт. 0-4000;быстрая сортировка;700;46861
почти отсорт. 0-4000;пирамидальная сортировка;700;97796
почти отсорт. 0-4000;сортировка Шелла(посл.Шелла);700;45671
почти отсорт. 0-4000;пузырек(обычный);800;1967876
почти отсорт. 0-4000;пузырек(айверсон-1);800;1583404
почти отсорт. 0-4000;пузырек(айверсон-2);800;1178989
почти отсорт. 0-4000;сортировка выбором;800;371038
почти отсорт. 0-4000;сортировка простыми вставками;800;186500
почти отсорт. 0-4000;сортировка бинарными вставками;800;178399
почти отсорт. 0-4000;сортировка подсчетом;800;11406
почти отсорт. 0-4000;цифровая сортировка;800;18523
почти отсорт. 0-4000;сортировка слиянием;800;138661
почти отсорт. 0-4000;быстрая сортировка;800;58985
почти отсорт. 0-4000;пирамидальная сортировка;800;116071
почти отсорт. 0-4000;сортировка Шелла(посл.Шелла);800;60016
почти отсорт. 0-4000;пузырек(обычный);900;2497554
почти отсорт. 0-4000;пузырек(айверсон-1);900;1977616
почти отсорт. 0-4000;пузырек(айверсон-2);900;1463926
почти отсорт. 0-4000;сортировка выбором;900;464890
почти отсорт. 0-4000;сортировка простыми вставками;900;224963
почти отсорт. 0-4000;сортировка бинарными вставками;900;207904
почти отсорт. 0-4000;сортировка подсчетом;900;12133
почти отсорт. 0-4000;цифровая сортировка;900;20620
почти отсорт. 0-4000;сортировка слиянием;900;157978
почти отсорт. 0-4000;быстрая сортировка;900;68243
почти отсорт. 0-4000;пирамидальная сортировка;900;132483
почти отсорт. 0-4000;сортировка Шелла(посл.Шелла);900;69720
почти отсорт. 0-4000;пузырек(обычный);1000;3116201
почти отсорт. 0-4000;пузырек(айверсон-1);1000;2438313
почти отсорт. 0-4000;пузырек(айверсон-2);1000;1798335
почти отсорт. 0-4000;сортировка выбором;1000;568193
почти отсорт. 0-4000;сортировка простыми вставками;1000;272428
почти отсорт. 0-4000;сортировка бинарными вставками;1000;245380
почти отсорт. 0-4000;сортировка подсчетом;1000;12853
почти отсорт. 0-4000;цифровая сортировка;1000;22633
почти отсорт. 0-4000;сортировка слиянием;1000;177391
